descricao,contacontabil,desc_contacontabil
estorno hdi seguros valor 1164.16 d,5074,sicoob blumenau 4609920
debtit valor 675.00 c,5074,sicoob blumenau 4609920
pagamento fgts valor 2708.70 c,5074,sicoob blumenau 4609920
transferencia entre contas valor 2950.00 c,5074,sicoob blumenau 4609920
pagamento ingram valor 1583.79 c,5074,sicoob blumenau 4609920
debtit valor 186.75 c,5074,sicoob blumenau 4609920
pagamento simples nacional valor 12858.51 c,5074,sicoob blumenau 4609920
pagamento darf inssirrf valor 5856.42 c,5074,sicoob blumenau 4609920
pagamento 6806 instituto gene blumenau 11 valor 3069.00 c,5074,sicoob blumenau 4609920
distribuicao lucros a edson feler valor 10000.00 c,5074,sicoob blumenau 4609920
transferencia saque valor 3037.02 c,5074,sicoob blumenau 4609920
transferencia saque valor 126.32 c,5074,sicoob blumenau 4609920
transferencia saque valor 10842.18 c,5074,sicoob blumenau 4609920
pagamento 6974 instituto gene blumenau 11 valor 447.29 c,5074,sicoob blumenau 4609920
totvs licencas valor 90.00 c,5074,sicoob blumenau 4609920
transferencia saque valor 35.00 c,5074,sicoob blumenau 4609920
pagamento cartao credito valor 1897.22 c,5074,sicoob blumenau 4609920
transferencia saque valor 150.00 c,5074,sicoob blumenau 4609920
transferencia saque valor 58.20 c,5074,sicoob blumenau 4609920
flash transporte e alimentacao valor 5123.00 c,5074,sicoob blumenau 4609920
tgw valor 30000.00 d,5074,sicoob blumenau 4609920
transferencia saque valor 1480.00 c,5074,sicoob blumenau 4609920
pagamento 12235 nuvme ltda 11 valor 1500.00 c,5074,sicoob blumenau 4609920
transferencia saque valor 309.33 c,5074,sicoob blumenau 4609920
transferencia saque valor 1842.77 c,5074,sicoob blumenau 4609920
transferencia saque valor 2278.07 c,5074,sicoob blumenau 4609920
transferencia saque valor 3067.28 c,5074,sicoob blumenau 4609920
transferencia saque valor 3486.69 c,5074,sicoob blumenau 4609920
transferencia saque valor 3915.06 c,5074,sicoob blumenau 4609920
transferencia saque valor 1750.57 c,5074,sicoob blumenau 4609920
transferencia saque valor 4975.24 c,5074,sicoob blumenau 4609920
debtit valor 76.00 c,5074,sicoob blumenau 4609920
transferencia saque valor 90.76 c,5074,sicoob blumenau 4609920
transferencia saque valor 198.55 c,5074,sicoob blumenau 4609920
pagamento unimed valor 2287.46 c,5074,sicoob blumenau 4609920
debtit valor 100.20 c,5074,sicoob blumenau 4609920
transferencia saque valor 156.00 c,5074,sicoob blumenau 4609920
pagamento 3285 colinear contabilidade e financas ltda 11 valor 450.00 c,5074,sicoob blumenau 4609920
debtit valor 370.00 c,5074,sicoob blumenau 4609920
transferencia saque valor 38.04 c,5074,sicoob blumenau 4609920
pagamento fgts valor 2133.63 c,5074,sicoob blumenau 4609920
transferencia saque valor 785.97 c,5074,sicoob blumenau 4609920
credtedstr fundacao abc valor 5200.00 d,5074,sicoob blumenau 4609920
credtedstr fundacao abc valor 1600.00 d,5074,sicoob blumenau 4609920
debtit valor 140.00 c,5074,sicoob blumenau 4609920
debtit valor 94.00 c,5074,sicoob blumenau 4609920
pagamento simples nacional valor 10843.84 c,5074,sicoob blumenau 4609920
pagamento seguros valor 476.83 c,5074,sicoob blumenau 4609920
transferencia entre contas valor 25000.00 d,5074,sicoob blumenau 4609920
debtit valor 198.96 c,5074,sicoob blumenau 4609920
transferencia saque valor 1190.00 c,5074,sicoob blumenau 4609920
pagamento darf inssirrf valor 4669.62 c,5074,sicoob blumenau 4609920
pagamento 6927 instituto gene blumenau 11 valor 3069.00 c,5074,sicoob blumenau 4609920
pagamento ingram valor 1681.19 c,5074,sicoob blumenau 4609920
transferencia entre contas valor 5000.00 c,5074,sicoob blumenau 4609920
transferencia saque valor 293.00 c,5074,sicoob blumenau 4609920
pagamento energia valor 673.26 c,5074,sicoob blumenau 4609920
transferencia saque valor 8090.00 c,5074,sicoob blumenau 4609920
transferencia entre contas valor 20000.00 d,5074,sicoob blumenau 4609920
tgw valor 15000.00 d,5074,sicoob blumenau 4609920
transferencia saque valor 15000.00 c,5074,sicoob blumenau 4609920
transferencia saque valor 2969.26 c,5074,sicoob blumenau 4609920
transferencia saque valor 949.67 c,5074,sicoob blumenau 4609920
transferencia saque valor 3964.85 c,5074,sicoob blumenau 4609920
transferencia saque valor 1721.44 c,5074,sicoob blumenau 4609920
transferencia saque valor 2479.77 c,5074,sicoob blumenau 4609920
transferencia saque valor 2024.77 c,5074,sicoob blumenau 4609920
transferencia saque valor 2763.31 c,5074,sicoob blumenau 4609920
transferencia saque valor 4932.32 c,5074,sicoob blumenau 4609920
transferencia saque valor 15.00 c,5074,sicoob blumenau 4609920
transferencia saque valor 161.84 c,5074,sicoob blumenau 4609920
transferencia saque valor 3485.46 c,5074,sicoob blumenau 4609920
transferencia saque valor 793.33 c,5074,sicoob blumenau 4609920
transferencia saque valor 20.00 c,5074,sicoob blumenau 4609920
transferencia saque valor 1500.00 c,5074,sicoob blumenau 4609920
pagamento cartao credito valor 783.34 c,5074,sicoob blumenau 4609920
pagamento modernizacao ecs valor 1000.00 c,5074,sicoob blumenau 4609920
debtit valor 194.89 c,5074,sicoob blumenau 4609920
debtit valor 40.00 c,5074,sicoob blumenau 4609920
transferencia saque valor 161.99 c,5074,sicoob blumenau 4609920
pagamento unimed valor 2289.36 c,5074,sicoob blumenau 4609920
debtit valor 35.00 c,5074,sicoob blumenau 4609920
transferencia entre contas valor 30000.00 d,5074,sicoob blumenau 4609920
pagamento fgts valor 2494.49 c,5074,sicoob blumenau 4609920
debtit valor 188.00 c,5074,sicoob blumenau 4609920
pagamento simples nacional valor 13081.17 c,5074,sicoob blumenau 4609920
pagamento darf inssirrf valor 4224.24 c,5074,sicoob blumenau 4609920
pagamento 7220 instituto gene blumenau 11 valor 655.45 c,5074,sicoob blumenau 4609920
transferencia saque valor 2500.00 c,5074,sicoob blumenau 4609920
transferencia entre contas valor 40000.00 d,5074,sicoob blumenau 4609920
transferencia saque valor 5000.00 c,5074,sicoob blumenau 4609920
transferencia entre contas valor 2233.00 c,5074,sicoob blumenau 4609920
transferencia saque valor 15.99 c,5074,sicoob blumenau 4609920
pagamento 7159 instituto gene blumenau 11 valor 3532.34 c,5074,sicoob blumenau 4609920
pagamento ingram valor 4554.30 c,5074,sicoob blumenau 4609920
flash alimentacao e transporte valor 7104.00 c,5074,sicoob blumenau 4609920
transferencia saque valor 5150.56 c,5074,sicoob blumenau 4609920
transferencia entre contas valor 33000.00 d,5074,sicoob blumenau 4609920
transferencia saque valor 4995.75 c,5074,sicoob blumenau 4609920
transferencia saque valor 2734.09 c,5074,sicoob blumenau 4609920
transferencia saque valor 3933.27 c,5074,sicoob blumenau 4609920
transferencia saque valor 558.34 c,5074,sicoob blumenau 4609920
pagamento cartao credito valor 3536.04 c,5074,sicoob blumenau 4609920
transferencia entre contas valor 280.13 c,5074,sicoob blumenau 4609920
recebimento cliente valor 2233.00 d,5074,sicoob blumenau 4609920
recebimento cliente valor 258.54 d,5074,sicoob blumenau 4609920
pagamento unimed valor 2782.98 c,5074,sicoob blumenau 4609920
debtit valor 212.47 c,5074,sicoob blumenau 4609920
transferencia saque valor 4500.00 c,5074,sicoob blumenau 4609920
transferencia entre contas valor 29000.00 d,5074,sicoob blumenau 4609920
transferencia saque valor 481.65 c,5074,sicoob blumenau 4609920
transferencia saque valor 484.07 c,5074,sicoob blumenau 4609920
transferencia entre contas valor 19000.00 d,5074,sicoob blumenau 4609920
distribuicao lucros a edson eger valor 10000.00 c,5074,sicoob blumenau 4609920
creddistribuicao sobrasvalores valor 34.09 d,5074,sicoob blumenau 4609920
debtit valor 94.00 d,5074,sicoob blumenau 4609920
pagamento fgts valor 2592.40 c,5074,sicoob blumenau 4609920
pagamento simples nacional valor 12019.59 c,5074,sicoob blumenau 4609920
pagamento darf inssirrf valor 4364.12 c,5074,sicoob blumenau 4609920
pagamento 7339 instituto gene blumenau 11 valor 541.81 c,5074,sicoob blumenau 4609920
transferencia entre contas valor 4000.00 d,5074,sicoob blumenau 4609920
pagamento ingram valor 10396.78 c,5074,sicoob blumenau 4609920
pagamento 7306 instituto gene blumenau 11 valor 3532.34 c,5074,sicoob blumenau 4609920
transferencia entre contas valor 27000.00 d,5074,sicoob blumenau 4609920
transferencia saque valor 111.00 c,5074,sicoob blumenau 4609920
transferencia saque valor 187.77 c,5074,sicoob blumenau 4609920
transferencia saque valor 700.00 c,5074,sicoob blumenau 4609920
pagamento despesa valor 8251.00 c,5074,sicoob blumenau 4609920
pagamento cartao credito valor 1218.48 c,5074,sicoob blumenau 4609920
tgw valor 20000.00 d,5074,sicoob blumenau 4609920
transferencia entre contas valor 23000.00 d,5074,sicoob blumenau 4609920
transferencia saque valor 2871.96 c,5074,sicoob blumenau 4609920
transferencia saque valor 3505.77 c,5074,sicoob blumenau 4609920
transferencia saque valor 3856.08 c,5074,sicoob blumenau 4609920
transferencia saque valor 185.00 c,5074,sicoob blumenau 4609920
transferencia saque valor 3504.54 c,5074,sicoob blumenau 4609920
transferencia saque valor 2714.31 c,5074,sicoob blumenau 4609920
transferencia saque valor 3564.74 c,5074,sicoob blumenau 4609920
transferencia saque valor 40.00 c,5074,sicoob blumenau 4609920
retorno valor renovacao conssetra valor 10.50 d,5074,sicoob blumenau 4609920
recebimento cliente valor 2491.54 d,5074,sicoob blumenau 4609920
pagamento unimed valor 2788.24 c,5074,sicoob blumenau 4609920
transferencia entre contas valor 28000.00 d,5074,sicoob blumenau 4609920
pagamento fgts valor 2702.53 c,5074,sicoob blumenau 4609920
transferencia saque valor 1569.23 c,5074,sicoob blumenau 4609920
transferencia entre contas valor 18000.00 d,5074,sicoob blumenau 4609920
pagamento simples nacional valor 13854.83 c,5074,sicoob blumenau 4609920
pagamento darf inssirrf valor 4567.21 c,5074,sicoob blumenau 4609920
pagamento 7423 instituto gene blumenau 11 valor 3532.34 c,5074,sicoob blumenau 4609920
transferencia saque valor 400.00 c,5074,sicoob blumenau 4609920
transferencia entre contas valor 16.00 c,5074,sicoob blumenau 4609920
pagamento ingram valor 9846.36 c,5074,sicoob blumenau 4609920
pagamento gene energia eletrica valor 258.86 c,5074,sicoob blumenau 4609920
transferencia entre contas valor 22000.00 d,5074,sicoob blumenau 4609920
transferencia saque valor 8325.00 c,5074,sicoob blumenau 4609920
transferencia saque valor 2103.75 c,5074,sicoob blumenau 4609920
pagamento cartao credito valor 1543.16 c,5074,sicoob blumenau 4609920
transferencia entre contas valor 131.02 c,5074,sicoob blumenau 4609920
redirecionar gasto valor 16.00 c,5074,sicoob blumenau 4609920
transferencia saque valor 2778.44 c,5074,sicoob blumenau 4609920
transferencia saque valor 4957.16 c,5074,sicoob blumenau 4609920
transferencia saque valor 3924.08 c,5074,sicoob blumenau 4609920
transferencia saque valor 2401.27 c,5074,sicoob blumenau 4609920
transferencia saque valor 2910.30 c,5074,sicoob blumenau 4609920
transferencia saque valor 2297.77 c,5074,sicoob blumenau 4609920
transferencia saque valor 25.98 c,5074,sicoob blumenau 4609920
pagamento prolabore edson valor 1351.02 c,5074,sicoob blumenau 4609920
pagamento prolabore edson feler valor 1351.02 c,5074,sicoob blumenau 4609920
pagamento despesa valor 216.85 d,5074,sicoob blumenau 4609920
debtit valor 108.80 c,5074,sicoob blumenau 4609920
transferencia saque valor 216.85 c,5074,sicoob blumenau 4609920
transferencia entre contas valor 12000.00 d,5074,sicoob blumenau 4609920
pagamento unimed valor 2960.94 c,5074,sicoob blumenau 4609920
transferencia saque valor 18.30 c,5074,sicoob blumenau 4609920
pagamento unifique valor 181.37 c,5074,sicoob blumenau 4609920
debtit valor 52.61 c,5074,sicoob blumenau 4609920
pagamento fgts valor 2883.01 c,5074,sicoob blumenau 4609920
transferencia saque valor 3339.02 c,5074,sicoob blumenau 4609920
pagamento gene valor 3532.34 c,5074,sicoob blumenau 4609920
pagamento simples nacional valor 11974.97 c,5074,sicoob blumenau 4609920
pagamento darf inssirrf valor 4209.46 c,5074,sicoob blumenau 4609920
transferencia entre contas valor 26000.00 d,5074,sicoob blumenau 4609920
pagamento ingram valor 10031.67 c,5074,sicoob blumenau 4609920
pagamento despesa valor 329.84 c,5074,sicoob blumenau 4609920
transferencia saque valor 16.15 c,5074,sicoob blumenau 4609920
transferencia entre contas valor 9000.00 d,5074,sicoob blumenau 4609920
transferencia saque valor 7326.00 c,5074,sicoob blumenau 4609920
estorno clientes valor 607.15 d,504,clientes
prestacao servicos conforme nf 640 bml patologia eireli valor 500.00 d,504,clientes
recebimento cliente valor 637.53 c,504,clientes
recebimento cliente valor 250.37 c,504,clientes
recebimento cliente valor 988.05 c,504,clientes
prestacao servicos conforme nf 641 endovita ltda valor 250.37 d,504,clientes
prestacao servicos conforme nf 642 lgl assessoria medica ltda valor 1926.46 d,504,clientes
prestacao servicos conforme nf 643 lgl assessoria medica ltda valor 594.00 d,504,clientes
prestacao servicos conforme nf 644 lgl assessoria medica ltda valor 1362.90 d,504,clientes
prestacao servicos conforme nf 645 mikros tj anatomia patologica e citologica valor 1995.61 d,504,clientes
prestacao servicos conforme nf 646 mikros tj anatomia patologica e citologica valor 121.00 d,504,clientes
prestacao servicos conforme nf 647 mikros tj anatomia patologica e citologica valor 195.02 d,504,clientes
prestacao servicos conforme nf 648 anatomia patologica e citologia valor 450.00 d,504,clientes
prestacao servicos conforme nf 649 anatomia patologica e citologia valor 2450.00 d,504,clientes
prestacao servicos conforme nf 650 cpm laboratorio patocito caxias ltda valor 3208.58 d,504,clientes
prestacao servicos conforme nf 651 cpm laboratorio patocito caxias ltda valor 380.00 d,504,clientes
prestacao servicos conforme nf 652 cpm laboratorio patocito caxias ltda valor 519.83 d,504,clientes
prestacao servicos conforme nf 653 cpm laboratorio patocito caxias ltda valor 1100.02 d,504,clientes
prestacao servicos conforme nf 654 php patologia humana diagnostica ltda valor 290.00 d,504,clientes
prestacao servicos conforme nf 655 php patologia humana diagnostica ltda valor 2066.26 d,504,clientes
recebimento cliente valor 582.15 c,504,clientes
recebimento cliente valor 500.00 c,504,clientes
recebimento cliente valor 927.91 c,504,clientes
prestacao servicos conforme nf 656 dlc diagnosticos valor 155.68 d,504,clientes
prestacao servicos conforme nf 657 dlc diagnosticos valor 180.00 d,504,clientes
prestacao servicos conforme nf 658 lapac laboratorio anatomia patologica e citopatologia ltda valor 157.70 d,504,clientes
recebimento cliente valor 1962.01 c,504,clientes
recebimento cliente valor 3500.00 c,504,clientes
recebimento cliente valor 1380.00 c,504,clientes
prestacao servicos conforme nf 659 incito instituto citopatologia e anatomia patologica piaui ltda valor 637.53 d,504,clientes
prestacao servicos conforme nf 660 centro diagnostico anatomia patologica e analises clinicas ltda valor 988.05 d,504,clientes
prestacao servicos conforme nf 661 citomed diagnosticos ltda valor 582.15 d,504,clientes
prestacao servicos conforme nf 662 cpda centro procedimentos diagnosticos amazonia ltda valor 927.91 d,504,clientes
prestacao servicos conforme nf 663 clientes diversos valor 1962.01 d,504,clientes
recebimento cliente valor 900.00 c,504,clientes
prestacao servicos conforme nf 664 diagnosticos falcao ltda valor 900.00 d,504,clientes
prestacao servicos conforme nf 665 macro e micro anatomia patologia ss valor 3320.96 d,504,clientes
