20/05/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,753.16c,,,,,,"20,349.77d",,
20/05/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,757.11c,,,,,,"20,345.82d",,
20/05/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,761.06c,,,,,,"20,341.87d",,
21/05/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,637.53,,,,123.53c,,,,,,"20,979.40d",,
21/05/2025,,,,,TRANSFERÊNCIA ENTRE CONTAS ,,,,,,,,,,5074,,,,"20,000.00",,"20,123.53c",,,,,,979.40d,,
21/05/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"20,127.48c",,,,,,975.45d,,
22/05/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,565.06,,,,"19,562.42c",,,,,,"1,540.51d",,
22/05/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,306.09,,,,"19,256.33c",,,,,,"1,846.60d",,
22/05/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"19,260.28c",,,,,,"1,842.65d",,
22/05/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"19,264.23c",,,,,,"1,838.70d",,
23/05/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,250.00,,,,"19,014.23c",,,,,,"2,088.70d",,
23/05/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,759.19,,,,"18,255.04c",,,,,,"2,847.89d",,
23/05/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,"2,615.90",,,,"15,639.14c",,,,,,"5,463.79d",,
23/05/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"15,643.09c",,,,,,"5,459.84d",,
23/05/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"15,647.04c",,,,,,"5,455.89d",,
23/05/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"15,650.99c",,,,,,"5,451.94d",,
26/05/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,580.00,,,,"15,070.99c",,,,,,"6,031.94d",,
26/05/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,200.00,,,,"14,870.99c",,,,,,"6,231.94d",,
26/05/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,"1,800.00",,,,"13,070.99c",,,,,,"8,031.94d",,
26/05/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,"1,050.57",,,,"12,020.42c",,,,,,"9,082.51d",,
26/05/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,"1,500.00",,,,"10,520.42c",,,,,,"10,582.51d",,
26/05/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"10,524.37c",,,,,,"10,578.56d",,
26/05/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"10,528.32c",,,,,,"10,574.61d",,
26/05/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"10,532.27c",,,,,,"10,570.66d",,
26/05/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"10,536.22c",,,,,,"10,566.71d",,
26/05/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"10,540.17c",,,,,,"10,562.76d",,
27/05/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,770.06,,,,"9,770.11c",,,,,,"11,332.82d",,
27/05/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,300.00,,,,"9,470.11c",,,,,,"11,632.82d",,
27/05/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,815.30,,,,"8,654.81c",,,,,,"12,448.12d",,
27/05/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,982.09,,,,"7,672.72c",,,,,,"13,430.21d",,
27/05/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,150.00,,,,"7,522.72c",,,,,,"13,580.21d",,
27/05/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,158.84,,,,"7,363.88c",,,,,,"13,739.05d",,
27/05/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,"1,995.61",,,,"5,368.27c",,,,,,"15,734.66d",,
27/05/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,"1,010.97",,,,"4,357.30c",,,,,,"16,745.63d",,
27/05/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"4,361.25c",,,,,,"16,741.68d",,
27/05/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"4,365.20c",,,,,,"16,737.73d",,
27/05/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"4,369.15c",,,,,,"16,733.78d",,
27/05/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"4,373.10c",,,,,,"16,729.83d",,
27/05/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"4,377.05c",,,,,,"16,725.88d",,
27/05/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"4,381.00c",,,,,,"16,721.93d",,
27/05/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"4,384.95c",,,,,,"16,717.98d",,
27/05/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"4,388.90c",,,,,,"16,714.03d",,
28/05/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,210.00,,,,"4,178.90c",,,,,,"16,924.03d",,
28/05/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,900.00,,,,"3,278.90c",,,,,,"17,824.03d",,
28/05/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"3,282.85c",,,,,,"17,820.08d",,
28/05/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"3,286.80c",,,,,,"17,816.13d",,
29/05/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,227.37,,,,"3,059.43c",,,,,,"18,043.50d",,
29/05/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,"3,291.50",,,,232.07d,,,,,,"21,335.00d",,
29/05/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,891.00,,,,"1,123.07d",,,,,,"22,226.00d",,
29/05/2025,,,,,TRANSFERÊNCIA ENTRE CONTAS ,,,,,,,,,,5074,,,,"22,000.00",,"20,876.93c",,,,,,226.00d,,
29/05/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"20,880.88c",,,,,,222.05d,,
29/05/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"20,884.83c",,,,,,218.10d,,
29/05/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"20,888.78c",,,,,,214.15d,,
30/05/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,"1,314.10",,,,"19,574.68c",,,,,,"1,528.25d",,
30/05/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,956.62,,,,"18,618.06c",,,,,,"2,484.87d",,
30/05/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"18,622.01c",,,,,,"2,480.92d",,
30/05/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"18,625.96c",,,,,,"2,476.97d",,
02/06/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,374.00,,,,374.00d,,,,,,"2,850.97d",,
02/06/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,370.05d,,,,,,"2,847.02d",,
03/06/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,"3,500.00",,,,"3,870.05d",,,,,,"6,347.02d",,
03/06/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,703.12,,,,"4,573.17d",,,,,,"7,050.14d",,
03/06/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,100.00,,,,"4,673.17d",,,,,,"7,150.14d",,
03/06/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"4,669.22d",,,,,,"7,146.19d",,
03/06/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"4,665.27d",,,,,,"7,142.24d",,
03/06/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"4,661.32d",,,,,,"7,138.29d",,
04/06/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,380.00,,,,"5,041.32d",,,,,,"7,518.29d",,
04/06/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,"1,003.13",,,,"6,044.45d",,,,,,"8,521.42d",,
04/06/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"6,040.50d",,,,,,"8,517.47d",,
04/06/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"6,036.55d",,,,,,"8,513.52d",,
05/06/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,250.37,,,,"6,286.92d",,,,,,"8,763.89d",,
05/06/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"6,282.97d",,,,,,"8,759.94d",,
05/06/2025,,,,,TRANSFERÊNCIA ENTRE CONTAS ,,,,,,,,,,5074,,,,"8,000.00",,"1,717.03c",,,,,,759.94d,,
06/06/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,988.05,,,,728.98c,,,,,,"1,747.99d",,
06/06/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,500.00,,,,228.98c,,,,,,"2,247.99d",,
06/06/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,232.93c,,,,,,"2,244.04d",,
06/06/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,236.88c,,,,,,"2,240.09d",,
09/06/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,300.00,,,,63.12d,,,,,,"2,540.09d",,
09/06/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,"1,962.01",,,,"2,025.13d",,,,,,"4,502.10d",,
09/06/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,"1,297.74",,,,"3,322.87d",,,,,,"5,799.84d",,
09/06/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,900.00,,,,"4,222.87d",,,,,,"6,699.84d",,
09/06/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,"1,393.89",,,,"5,616.76d",,,,,,"8,093.73d",,
09/06/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,800.00,,,,"6,416.76d",,,,,,"8,893.73d",,
09/06/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,350.00,,,,"6,766.76d",,,,,,"9,243.73d",,
09/06/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"6,762.81d",,,,,,"9,239.78d",,
09/06/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"6,758.86d",,,,,,"9,235.83d",,
09/06/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"6,754.91d",,,,,,"9,231.88d",,
09/06/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"6,750.96d",,,,,,"9,227.93d",,
09/06/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"6,747.01d",,,,,,"9,223.98d",,
09/06/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"6,743.06d",,,,,,"9,220.03d",,
09/06/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"6,739.11d",,,,,,"9,216.08d",,
10/06/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,"3,400.00",,,,"10,139.11d",,,,,,"12,616.08d",,
10/06/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,"1,100.00",,,,"11,239.11d",,,,,,"13,716.08d",,
10/06/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,"1,995.61",,,,"13,234.72d",,,,,,"15,711.69d",,
10/06/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,"2,450.00",,,,"15,684.72d",,,,,,"18,161.69d",,
10/06/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,450.00,,,,"16,134.72d",,,,,,"18,611.69d",,
10/06/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"16,130.77d",,,,,,"18,607.74d",,
10/06/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"16,126.82d",,,,,,"18,603.79d",,
10/06/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"16,122.87d",,,,,,"18,599.84d",,
10/06/2025,,,,,TRANSFERÊNCIA ENTRE CONTAS ,,,,,,,,,,5074,,,,"12,000.00",,"4,122.87d",,,,,,"6,599.84d",,
10/06/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"4,118.92d",,,,,,"6,595.89d",,
10/06/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"4,114.97d",,,,,,"6,591.94d",,
11/06/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,739.69,,,,"4,854.66d",,,,,,"7,331.63d",,
11/06/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,700.00,,,,"5,554.66d",,,,,,"8,031.63d",,
11/06/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,180.00,,,,"5,734.66d",,,,,,"8,211.63d",,
11/06/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,155.68,,,,"5,890.34d",,,,,,"8,367.31d",,
11/06/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,927.91,,,,"6,818.25d",,,,,,"9,295.22d",,
11/06/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,500.00,,,,"7,318.25d",,,,,,"9,795.22d",,
11/06/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"7,314.30d",,,,,,"9,791.27d",,
11/06/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"7,310.35d",,,,,,"9,787.32d",,
11/06/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"7,306.40d",,,,,,"9,783.37d",,
11/06/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"7,302.45d",,,,,,"9,779.42d",,
11/06/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"7,298.50d",,,,,,"9,775.47d",,
11/06/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"7,294.55d",,,,,,"9,771.52d",,
12/06/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,209.72,,,,"7,504.27d",,,,,,"9,981.24d",,
12/06/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,682.00,,,,"8,186.27d",,,,,,"10,663.24d",,
12/06/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,"5,586.07",,,,"13,772.34d",,,,,,"16,249.31d",,
12/06/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,908.69,,,,"14,681.03d",,,,,,"17,158.00d",,
12/06/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,582.15,,,,"15,263.18d",,,,,,"17,740.15d",,
12/06/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"15,259.23d",,,,,,"17,736.20d",,
12/06/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"15,255.28d",,,,,,"17,732.25d",,
12/06/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"15,251.33d",,,,,,"17,728.30d",,
12/06/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"15,247.38d",,,,,,"17,724.35d",,
12/06/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"15,243.43d",,,,,,"17,720.40d",,
13/06/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,112.00,,,,"15,355.43d",,,,,,"17,832.40d",,
13/06/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,184.11,,,,"15,539.54d",,,,,,"18,016.51d",,
13/06/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"15,535.59d",,,,,,"18,012.56d",,
13/06/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"15,531.64d",,,,,,"18,008.61d",,
16/06/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,333.11,,,,"15,864.75d",,,,,,"18,341.72d",,
16/06/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,"3,337.83",,,,"19,202.58d",,,,,,"21,679.55d",,
16/06/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,519.83,,,,"19,722.41d",,,,,,"22,199.38d",,
16/06/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,"3,208.58",,,,"22,930.99d",,,,,,"25,407.96d",,
16/06/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,380.00,,,,"23,310.99d",,,,,,"25,787.96d",,
16/06/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,"1,100.02",,,,"24,411.01d",,,,,,"26,887.98d",,
16/06/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,250.00,,,,"24,661.01d",,,,,,"27,137.98d",,
16/06/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"24,657.06d",,,,,,"27,134.03d",,
16/06/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"24,653.11d",,,,,,"27,130.08d",,
16/06/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"24,649.16d",,,,,,"27,126.13d",,
16/06/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"24,645.21d",,,,,,"27,122.18d",,
16/06/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"24,641.26d",,,,,,"27,118.23d",,
16/06/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"24,637.31d",,,,,,"27,114.28d",,
16/06/2025,,,,,TRANSFERÊNCIA ENTRE CONTAS ,,,,,,,,,,5074,,,,"18,000.00",,"6,637.31d",,,,,,"9,114.28d",,
16/06/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"6,633.36d",,,,,,"9,110.33d",,
17/06/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,"2,717.07",,,,"9,350.43d",,,,,,"11,827.40d",,
17/06/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,565.06,,,,"9,915.49d",,,,,,"12,392.46d",,
17/06/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,70.00,,,,"9,985.49d",,,,,,"12,462.46d",,
17/06/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,190.00,,,,"10,175.49d",,,,,,"12,652.46d",,
17/06/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,"2,066.26",,,,"12,241.75d",,,,,,"14,718.72d",,
17/06/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,"1,780.00",,,,"14,021.75d",,,,,,"16,498.72d",,
17/06/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,450.00,,,,"14,471.75d",,,,,,"16,948.72d",,
17/06/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"14,467.80d",,,,,,"16,944.77d",,
17/06/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"14,463.85d",,,,,,"16,940.82d",,
17/06/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"14,459.90d",,,,,,"16,936.87d",,
17/06/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"14,455.95d",,,,,,"16,932.92d",,
17/06/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"14,452.00d",,,,,,"16,928.97d",,
17/06/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"14,448.05d",,,,,,"16,925.02d",,
17/06/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"14,444.10d",,,,,,"16,921.07d",,
18/06/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,374.00,,,,"14,818.10d",,,,,,"17,295.07d",,
18/06/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,"1,320.96",,,,"16,139.06d",,,,,,"18,616.03d",,
18/06/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,358.73,,,,"16,497.79d",,,,,,"18,974.76d",,
18/06/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,600.00,,,,"17,097.79d",,,,,,"19,574.76d",,
18/06/2025,,,,,TRANSFERÊNCIA ENTRE CONTAS ,,,,,,,,,,5074,,,,"19,000.00",,"1,902.21c",,,,,,574.76d,,
18/06/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"1,906.16c",,,,,,570.81d,,
18/06/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"1,910.11c",,,,,,566.86d,,
18/06/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"1,914.06c",,,,,,562.91d,,
18/06/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"1,918.01c",,,,,,558.96d,,
20/06/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,"3,320.96",,,,"1,402.95d",,,,,,"3,879.92d",,
20/06/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,350.00,,,,"1,752.95d",,,,,,"4,229.92d",,
20/06/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,500.00,,,,"2,252.95d",,,,,,"4,729.92d",,
20/06/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,200.00,,,,"2,452.95d",,,,,,"4,929.92d",,
20/06/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,"1,317.53",,,,"3,770.48d",,,,,,"6,247.45d",,
20/06/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,"1,624.46",,,,"5,394.94d",,,,,,"7,871.91d",,
20/06/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,295.00,,,,"5,689.94d",,,,,,"8,166.91d",,
20/06/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,"3,392.10",,,,"9,082.04d",,,,,,"11,559.01d",,
20/06/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"9,078.09d",,,,,,"11,555.06d",,
20/06/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"9,074.14d",,,,,,"11,551.11d",,
20/06/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"9,070.19d",,,,,,"11,547.16d",,
20/06/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"9,066.24d",,,,,,"11,543.21d",,
20/06/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"9,062.29d",,,,,,"11,539.26d",,
20/06/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"9,058.34d",,,,,,"11,535.31d",,
20/06/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"9,054.39d",,,,,,"11,531.36d",,
20/06/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"9,050.44d",,,,,,"11,527.41d",,
23/06/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,737.04,,,,"9,787.48d",,,,,,"12,264.45d",,
23/06/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,100.00,,,,"9,887.48d",,,,,,"12,364.45d",,
23/06/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,200.00,,,,"10,087.48d",,,,,,"12,564.45d",,
23/06/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,759.19,,,,"10,846.67d",,,,,,"13,323.64d",,
23/06/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,300.00,,,,"11,146.67d",,,,,,"13,623.64d",,
23/06/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"11,142.72d",,,,,,"13,619.69d",,
23/06/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"11,138.77d",,,,,,"13,615.74d",,
23/06/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"11,134.82d",,,,,,"13,611.79d",,
23/06/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"11,130.87d",,,,,,"13,607.84d",,
23/06/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"11,126.92d",,,,,,"13,603.89d",,
24/06/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,580.00,,,,"11,706.92d",,,,,,"14,183.89d",,
